"","taxa","count"
"4326","Dalea undiff.",82
"5208","Eudicotyledoneae (tricolporate, psilate, thick exine)",82
"5376","Euterpe-type",82
"7037","Lamanonia cf. L. speciosa",82
"7596","Lysimachia azorica",82
"8470","Nothofagus brassii",82
"8865","Parkinsonia",82
"9288","Pinus (broken)",82
"9290","Pinus (crumpled)",82
"10270","Psylliostachys",82
"10380","Pycnanthus angolensis-type",82
"10473","Radiola linoides",82
"11287","Schoenoplectus-type",82
"11483","Serratula",82
"12921","Unknown (Prequaternary, cf. spore)",82
"13379","Urticaceae (type 2)",82
"13659","Weinmannia trichosperma",82
"1434","Banara-type",81
"1576","Betula/Carpinus",81
"2263","Castilleja",81
"5329","Euphorbia hirta-type",81
"5912","Galeopsis",81
"6103","Gleichenia-type",81
"9293","Pinus (fragmented)",81
"9295","Pinus (large)",81
"9785","Polygonum ramosissimum-type",81
"10095","Protea",81
"11499","Setaria",81
"12278","Tetraploa",81
"129","Achyranthes",80
"325","Albizia",80
"659","Anemone nemorosa/A. ranunculoides",80
"849","Aphelandra",80
"989","Arecaceae (reticulate)",80
"4211","Cyclamen",80
"4380","Delphinium",80
"4492","Dillenia",80
"4605","Dodonaea viscosa subsp. angustissima",80
"4819","Embelia",80
"6085","Gilia-type",80
"6414","Herrania",80
"6741","Invertebrata",80
"6922","Justicia striata-type",80
"8050","Mimosa-type",80
"8975","Pedicularis palustris",80
"9242","Pilea-type",80
"9348","Pinus pinea-type",80
"9605","Poaceae (annulus 10-12 µm)",80
"9936","Polypodium virginianum",80
"11704","Sordariales undiff.",80
"11763","Spermatophyta (arboreal)",80
"12699","Typha angustata",80
"13373","Urtica undiff.",80
"13665","Wendtia",80
"633","Andromeda-type",79
"1527","Betula (20-25 µm)",79
"1825","Brosimum alicastrum",79
"3899","Cornus sericea-type",79
"4861","Entorrhiza sp. (type HdV-527)",79
"5286","Eudicotyledoneae (tricolporate) undiff.",79
"5679","Fritillaria lusitanica",79
"6011","Gentiana purpurea-type",79
"6796","Isoberlinia-type",79
"6895","Juniperus (small)",79
"7900","Meliosma",79
"8684","Oribatida (type 36A, HdV)",79
"9853","Polypodiophyta (monolete, psilate) undiff.",79
"10244","Psilotum",79
"11428","Selaginella spp.",79
"12218","Taxus brevifolia",79
"12569","Trifolium alpinum-type",79
"12870","Unknown (monolete, psilate, >50 µm)",79
"13464","Valeriana tripteris-type",79
"686","Angelica palustris-type",78
"1265","Asterosporium",78
"1909","Bursera simaruba",78
"3845","Corchorus",78
"4088","Cunoniaceae (tricolpate)",78
"4864","Epacrideae undiff.",78
"5242","Eudicotyledoneae (tricolporate, reticulate, small)",78
"5852","Fungi (type 65, HdV)",78
"6786","Irvingia-type",78
"6824","Ixora",78
"6939","Keetia gueinzii-type",78
"8279","Myrica cf. M. javanica",78
"8541","Ochnaceae cf. Ouratea",78
"8720","Osmanthus",78
"9066","Persicaria senegalensis",78
"9125","Phlebodium aureum",78
"9150","Phormium",78
"9219","Picea det. P. glauca",78
"9515","Plantago tenuiflora-type",78
"9662","Podocarpaceae (type 1)",78
"10294","Pteridophyta (monolete, psilate, small)",78
"10633","Rhamnaceae/Vitaceae undiff.",78
"12471","Trattinnickia sp.",78
"611","Anagallis arvensis-type",77
"1723","Bosmina",77
"2009","Calophyllum",77
"2214","Caryophyllaceae cf. Silene uralensis-type",77
"3350","Chamaecrista fasciculata-type",77
"3784","Coniogramme",77
"4190","Cyatheaceae (psilate)",77
"5864","Fungi (type 8A, HdV)",77
"6282","Haloragaceae undiff.",77
"6431","Hibiscus",77
"6509","Hottonia-type",77
"6771","Iridaceae (type II)",77
"7139","Lavandula stoechas-type",77
"7467","Ludwigia sect. Jussiaea",77
"8273","Myrianthus-type",77
"9331","Pinus jeffreyi-type",77
"10320","Pteris spp.",77
"10790","Rosaceae (trees) undiff.",77
"10933","Rumex hydrolapathum-type",77
"11200","Saxifraga hypnoides-type",77
"11702","Sordariaceae/Sordaria (type 55B, HdV)",77
"12707","Typha cf. T. latifolia",77
"13386","Urticaceae/Moraceae (tetraporate)",77
"13750","Zea mays (type 536, Kuhry 1988)",77
"182","Adenia",76
"318","Aizoaceae-type",76
"584","Amygdaloideae",76
"1235","Asteraceae indet.",76
"2118","Caprifoliaceae sensu lato undiff.",76
"3915","Corrigiola litoralis",76
"4253","Cyperaceae (broken)",76
"5105","Eucryphia/Caldcluvia paniculata",76
"5344","Euphorbiaceae (Mauritius type 112b, de Boer)",76
"5460","Fabales (type II)",76
"6311","Hedera azorica",76
"6601","Hymenodictyon-type",76
"6661","Hypolepis-type",76
"6734","Inga sp.",76
"10500","Ranunculus acris-type cf. R. sardous",76
"11265","Schizaea",76
"11310","Sclerocarya",76
"11602","Sisyrinchium-type",76
"12020","Streptocarpus",76
"12357","Thymus-type",76
"12679","Tulbaghia-type",76
"12762","Ulmus laevis",76
"12787","Unknown (Ascospore)",76
"12927","Unknown (round bell)",76
"13370","Urtica pilulifera",76
"1718","Boscia-type",75
"1931","Byrsonima-type",75
"1934","Byssothecium circinans (type 16A, HdV)",75
"2470","Ceratophyllaceae",75
"2491","Cercophora sp. (type 112A, HdV)",75
"4043","Crudia amazonica",75
"4708","Drypetes",75
"5518","Fallopia",75
"7931","Menyanthes/Nephrophyllidium",75
"8242","Muscari",75
"8507","Nyctaginaceae undiff.",75
"9767","Polygonum californicum",75
"10271","Psylliostachys spicata",75
"10317","Pteris incompleta",75
"10341","Pterogyne",75
"10743","Riccia cf. R. sorocarpa (type 165, HdV)",75
"10751","Richea-type",75
"11146","Sapotaceae-type",75
"11613","Sloanea stipitata",75
"12013","Stigmaphyllon",75
"12227","Tectaria comp.",75
"12521","Trichomanes",75
"13693","Xanthium spinosum-type",75
"1918","Butomaceae",74
"2052","Campanula trachelium-type",74
"2131","Carapa-type (C. procera)",74
"3441","Chrysolepis/Lithocarpus",74
"3481","Cicuta-type",74
"4494","Dilleniaceae",74
"4570","Dipterocarpaceae",74
"5834","Fungi (type 569, Kuhry 1988)",74
"5904","Gaiadendron",74
"6143","Gomphrena/Pfaffia",74
"6244","Gypsophila fastigiata-type",74
"6517","Humiria",74
"6877","Juncaginaceae",74
"7425","Lonicera xylosteum",74
"8153","Monoletes (rugulate)",74
"9968","Populus cf. P. tremuloides",74
"11256","Schefflera/Luehea",74
"11519","Sida",74
"11757","Spermacoce sp.",74
"11938","Sporobolus",74
"12167","Talisia",74
"12210","Tasmanites",74
"12867","Unknown (monolete, perine)",74
"13372","Urtica sp.",74
"788","Anthospermum hispidulum-type",73
"1018","Arecaceae-type (Mauritius type 54b, de Boer)",73
"1808","Bridelia-type",73
"2280","Cathaya-type",73
"2340","Celtis australis",73
"2887","cf. Hypericum",73
"3007","cf. Olea",73
"4620","Donatia",73
"4649","Drapetes",73
"4809","Eleocharis",73
"4950","Erica lusitanica",73
"5385","Excoecaria-type",73
"6178","Grevillea",73
"6624","Hypericum (mini)",73
"6670","Hystrichosphaeropsis",73
"7442","Loranthaceae undiff.",73
"7988","Micrhystridium",73
"8033","Mimosa (type III)",73
"10130","Prumnopitys andina",73
"10460","Quercus vaccinifolia-type",73
"11288","Schoenus",73
"11581","Simarouba",73
"12747","Ulex/Cytisus",73
"43","Acacia-type",72
"911","Aquilapollenites",72
"2956","cf. Medicago",72
"3389","Cheilanthes-type",72
"3878","Cornulaca-type",72
"4400","Deschampsia antarctica",72
"5589","Flagellaria",72
"6098","Glaux",72
"6275","Halimium halimifolium-type",72
"7833","Mauritia flexuosa",72
"7908","Melpomene",72
"8337","Myrsine sp.",72
"9401","Pisonia",72
"11284","Schoenoplectus lacustris-type",72
"11422","Selaginella selaginoides-type",72
"11893","Spiniferites cruciformis/Galeacysta etrusca",72
"12093","Symmeria",72
"12311","Thalictrum undiff.",72
"13418","Vaccinium cylindraceum",72
"13712","Xylosma",72
"206","Adiantum-type",71
"2018","Caltha leptosepala",71
"2059","Campnosperma",71
"2310","Cedrus cf. C. atlantica",71
"5308","Euodia",71
"5319","Euphorbia (type 1)",71
"6790","Irvingiaceae",71
"7791","Margaritaria discoidea",71
"8133","Monactinus simplex var. simplex",71
"8443","Neurospora crassa (type 55C, HdV)",71
"8908","Paullinia/Roupala",71
"9012","Pentaglottis sempervirens",71
"9210","Phytolaccaceae",71
"9460","Plantago cf. P. lanceolata",71
"10971","Ruschia-type",71
"11435","Selaginellaceae",71
"988","Arecaceae (monocolpate)",70
"1057","Armeria maritima-type",70
"2110","Capparis fascicularis-type",70
"3588","Cleidion",70
"3864","Cordyline",70
"4304","Dacrycarpus (trisaccate)",70
"5300","Eugenia comp.",70
"5509","Fagus suspension",70
"7323","Linum austriacum-type",70
"7363","Lithraea",70
"7479","Lumnitzera-type",70
"7720","Malouetia aff. M. guatemalensis",70
"7844","Maytenus boaria-type",70
"8076","Mimulus",70
"8155","Monoletes (smooth)",70
"8222","Mougeotia sp. (type 313D, HdV)",70
"8503","Nuxia-type (N. congesta)",70
"8521","Nymphaeaceae (type 127, HdV)",70
"8935","Pediastrum boryanum var. campanulatum",70
"9235","Picea sp.",70
"9335","Pinus maritima",70
"9607","Poaceae (broken)",70
"10290","Pteridophyta (monolete, echinate)",70
"10539","Ranunculus repens",70
"11235","Scalesia cf. S. affinis",70
"11376","Securinega",70
"12138","Synthetic depth",70
"12308","Thalictrum lucidum",70
"986","Arecaceae (echinate)",69
"1405","Baeckea",69
"1489","Bellendena",69
"3349","Chamaecrista",69
"3586","Claytoniella vassilievii",69
"4255","Cyperaceae (crumpled)",69
"4816","Elymus-type",69
"5207","Eudicotyledoneae (tricolporate, psilate, small)",69
"6451","Himatanthus",69
"6634","Hypericum hirtellum var. assyriacum-type",69
"6957","Kirkia",69
"7055","Lamium",69
"7430","Lophira alata",69
"7583","Lygeum-type",69
"7629","Lythrum undiff.",69
"7657","Macoubea",69
"8881","Paronychieae",69
"9529","Platyhelminthes (type 353A/B, HdV)",69
"9551","Plerandra",69
"10999","Sacoglottis",69
"11080","Sambucus cf. S. nigra",69
"11103","Sanguisorba officinalis-type",69
"12114","Symplocos (diporate, psilate)",69
"12607","Trilete (verrucate)",69
"12663","Trudopollis",69
"13099","Unknown (type 182, HdV)",69
"13703","Ximenia",69
"225","Aegiceras",68
"237","Aerva-type",68
"400","Aliquot on slide",68
"878","Apiosordaria",68
"1269","Astragalus alpinus-type",68
"1371","Avicennia germinans",68
"1406","Baeckea-type",68
"1546","Betula glandulosa",68
"1785","Brassicaceae (small)",68
"2396","Centaurea stoebe",68
"3100","cf. Pteridium",68
"4238","Cynoglossum",68
"4243","Cynometra-type",68
"4821","Embelia-type (E. schimperi)",68
"5112","Eudicotyledoneae (dicolpate, ?Pedicularis)",68
"5846","Fungi (type 583, Kuhry 1988)",68
"5928","Galium undiff.",68
"6192","Guaiacum",68
"6285","Haloragis/Myriophyllum",68
"8074","Mimulopsis",68
"9262","Pimpinella saxifraga",68
"9333","Pinus laricio",68
"9579","Poaceae (<25 µm)",68
"9930","Polypodium feuillei",68
"10081","Pritchardia",68
"10776","Rorippa insularis-type",68
"12124","Symplocos bogotensis-type",68
"12361","Tidestromia",68
"12704","Typha cf. T. angustifolia",68
"12718","Typha orientalis",68
"13132","Unknown (type 207)",68
"13305","Unknown (type F)",68
"13676","Withania",68
"236","Aerva lanata-type",67
"343","Alchornea cordifolia-type",67
"1264","Asteroideae-type",67
"4087","Cunoniaceae (dicolpate)",67
"4168","Cyathea cf. C. smithii",67
"4442","Dichrostachys",67
"4469","Dictyocaryum",67
"5626","Fragaria",67
"6224","Gymnocarpium dryopteris-type",67
"6873","Julbernardia type 1",67
"7025","Laevigatosporites spp.",67
"7083","Laportea-type aestuans",67
"7093","Larix-type",67
"7423","Lonicera periclymenum-type",67
"8476","Nothofagus fusca",67
"8573","Oldenlandia",67
"8771","Oxylobium",67
"8822","Panicum-type",67
"8855","Parietaria",67
"9322","Pinus flexilis",67
"9340","Pinus mugo",67
"9582","Poaceae (<35 µm)",67
"10046","Pouteria aff. P. elegans",67
"10470","Rachicallis",67
"10846","Rubiaceae cf. Galium",67
"11844","Spermatophyta undiff. (Andean)",67
"11857","Spermatophyta undiff. (tropical/subandean)",67
"12000","Stephania-type (S. abyssinica)",67
"12327","Thelypteris cf. T. palustris",67
"12472","Treculia",67
"12914","Unknown (periporate)",67
"12932","Unknown (spinose)",67
"250","Aesculus hippocastanum",66
"481","Alona sp.",66
"807","Anthurium (type 1)",66
"2035","Calystegia sepium-type",66
"3458","Chydorus sphaericus",66
"4077","Cucurbitaceae undiff.",66
"4421","Dianella",66
"4483","Didymotheca",66
"5083","Eucalyptus (type 4, granular)",66
"5690","Fumaria",66
"5840","Fungi (type 576, Kuhry 1988)",66
"7136","Lavandula",66
"7521","Lycopodiella curvata",66
"7651","Machaerium/Dalbergia",66
"7828","Matthiola-type",66
"8357","Myrtaceae (type A)",66
"9009","Pentaclethra macrophylla",66
"9592","Poaceae (>47 µm)",66
"9832","Polypodiisporites spp.",66
"9899","Polypodiophyta (trilete, scabrate)",66
"10043","Pourouma",66
"10321","Pteris tremula",66
"10793","Rosaceae (type I)",66
"10976","Rutaceae cf. Boronia",66
"11067","Salvadora persica-type",66
"12082","Swertia",66
"12270","Tetraëdron cf. T. minimum",66
"12479","Trema micrantha",66
"12946","Unknown (tetrad)",66
"13567","Vicia cracca-type",66
"2","?Fungi",65
"17","Abronia",65
"615","Anagallis tenella-type",65
"748","Anthemis-type (small)",65
"1497","Berberidaceae",65
"1737","Botrychium cf. B. lunaria",65
"3376","Characeae",65
"3438","Chrysobalanus/Parinari",65
"3838","Coptis aspleniifolia",65
"3894","Cornus racemosa",65
"4527","Diphasiastrum alpinum/D. complanatum",65
"4987","Ericaceae sensu lato",65
"5108","Eudicotyledoneae",65
"5544","Ferula/Bunium-type",65
"6897","Juniperus cf. J. procera",65
"7767","Manilkara",65
"8402","Nebela collaris",65
"9708","Polemonium caeruleum",65
"11179","Saxifraga cernua",65
"11195","Saxifraga hirculus",65
"12044","Stryphnodendron",65
"12254","Testate amoebae undiff.",65
"12287","Tetratheca",65
"12421","Torilis arvensis",65
"12817","Unknown (cf. type 128, HdV)",65
"1260","Asteroideae (type II)",64
"1646","Blepharis-type",64
"1648","Blighia",64
"2299","Cecropia (type 1)",64
"4487","Digera-type muricata",64
"4572","Dipterygium",64
"5637","Frankenia",64
"5680","Fritillaria-type",64
"5845","Fungi (type 582, Kuhry 1988)",64
"6188","Griselinia cf. G. ruscifolia",64
"6717","Indeterminable (rebedded)",64
"6928","Justicia-type odora",64
"7220","Leptospermum lanigerum-type",64
"8212","Morus rubra",64
"9400","Piscidia",64
"9626","Poaceae (crumpled)",64
"9924","Polypodium (type 1)",64
"10038","Poterium",64
"10245","Psiloxylon mauritianum",64
"10464","Quercus/Tilia/Ulmus",64
"10502","Ranunculus acris/R. flammula/R. sceleratus group",64
"10581","Resedaceae undiff.",64
"10851","Rubiaceae cf. Sabicea",64
"11031","Salix caprea",64
"11345","Scutellaria",64
"12119","Symplocos (type 1)",64
"12219","Taxus canadensis",64
"12225","Tectaria (type 1)",64
"12778","Uncinia",64
"12975","Unknown (trilete, reticulate)",64
"13269","Unknown (type 8)",64
"353","Alfaroa",63
"1072","Arnoseris",63
"1240","Asteraceae undiff. (type 2)",63
"1395","Bacillariophyta",63
"2036","Calystegia-type",63
"2156","Carex hirta-type",63
"2175","Carpinus cordata",63
"3461","Cicatricosisporites",63
"4694","Dryopteris cristata-type",63
"5428","Fabaceae (type IV)",63
"5464","Fabiana-type",63
"5933","Gallesia integrifolia",63
"6161","Gordonia fruticosa",63
"6931","Kalanchoe",63
"8236","Multiplicisphaeridium",63
"8938","Pediastrum boryanum var. rugulatum",63
"9375","Pinus subsect. Cembroides",63
"9547","Pleospora",63
"9549","Pleospora sp. (type 3B, HdV)",63
"10109","Proteaceae/Sapindaceae",63
"10532","Ranunculus muricatus-type",63
"11112","Sanicula europaea",63
"11754","Spermacoce radiata",63
"12480","Trema orientalis",63
"12731","Uapaca kirkiana",63
"13466","Valeriana undiff.",63
"925","Araceae undiff.",62
"1062","Armeria/Limonium-type",62
"1339","Atriplex portulacoides",62
"1536","Betula cf. B. fruticosa",62
"1539","Betula cf. B. pendula",62
"1651","Blighia unijugata-type",62
"2336","Celtis (type 2)",62
"3429","Chrozophora",62
"3489","Circaea alpina",62
"4054","Cryptocarpus",62
"4191","Cyatheaceae (verrucate)",62
"4229","Cycnogeton dubium",62
"5239","Eudicotyledoneae (tricolporate, reticulate, Mauritius type 48, de Boer)",62
"5366","Euphorbiaceae/Rutaceae/Anacardiaceae",62
"5957","Gaura",62
"6377","Heliotropium-type",62
"6546","Huperzia selago/H. lucidula",62
"6795","Isoberlinia",62
"7056","Lamium album",62
"7973","Micrandra/Psyllocarpus",62
"8192","Morella cerifera",62
"8325","Myrocarpus aff. M. frondosus",62
"8423","Neopanax/Pseudopanax",62
"8515","Nymphaea nouchali",62
"8830","Papaver radicatum-type",62
"8911","Pausinystalia-type (P. macroceras)",62
"8944","Pediastrum duplex cf. var. rugulosum",62
"9176","Phyllanthus undiff.",62
"9978","Populus trichocarpa-type",62
"10064","Primula clusiana-type",62
"10292","Pteridophyta (monolete, psilate, <50 µm)",62
"10710","Rhus-type vulgaris",62
"10750","Richea procera-type",62
"11124","Sapindaceae cf. Matayba",62
"11841","Spermatophyta indet. (type 9)",62
"12226","Tectaria (type 2)",62
"12430","Total organic carbon",62
"12563","Trientalis",62
"12692","Tussilago farfara",62
"12855","Unknown (monolete, 25 µm)",62
"13374","Urtica urens",62
"13705","Ximenia-type",62
"13719","Yucca",62
"621","Anchusa",61
"772","Anthocerotales",61
"808","Anthurium (type 2)",61
"1262","Asteroideae pro parte",61
"1441","Banksia integrifolia",61
"1622","Bistorta-type",61
"2787","cf. Entophlyctis lobata (type 13, HdV)",61
"3169","cf. Sapindaceae",61
"4173","Cyathea dealbata/Cyathea medullaris",61
"4236","Cymatiosphaera globulosa",61
"4655","Drimys winteri",61
"4948","Erica cinerea/E. tetralix",61
"5480","Faboideae (type I)",61
"5753","Fungi (type 20, UAB)",61
"5893","Gaertnera paniculata-type",61
"6231","Gymnoschoenus-type",61
"6762","Iresine-type",61
"7091","Larix sibirica",61
"7686","Magnastriatites grandiosus",61
"7957","Metopium",61
"8259","Myosotis arvensis-type",61
"9533","Platymiscium (type 2)",61
"9716","Polyachyrus-type",61
"10526","Ranunculus hyperboreus-type",61
"10989","Sabicea",61
"11430","Selaginella undiff.",61
"11913","Spirogyra species (type 210, HdV )",61
"12053","Stylidium",61
"12911","Unknown (papillate)",61
"13512","Verbena officinalis",61
"557","Amelanchier-type",60
"1141","Ascomycota (type 4, Helmens & Kuhry 1986)",60
"1169","Asphodelus/Asphodeline",60
"1819","Bromeliaceae cf. Puya",60
"1875","Buchnera-type",60
"1884","Bumelia",60
"1974","Calandrinia",60
"1976","Calceolaria",60
"2347","Celtis-type",60
"3313","cf. Vitex",60
"3689","Colchicum",60
"4246","Cyperaceae (>50 µm)",60
"4277","Cyphostemma-type",60
"6789","Irvingia-type gabonensis",60
"6968","Kochia suspension",60
"7178","Leonotis-type",60
"7519","Lycopodiella cernua-type",60
"8187","Moraceae comp.",60
"8491","Nuphar cf. N. lutea",60
"8550","Ocotea",60
"8724","Osmunda (verrucate)",60
"8806","Pamphalea",60
"8977","Pedicularis sylvatica",60
